id,name,position,value,club,club_abr,club_prev,country,popularity,status,round,opponent,time,goals,assists,assists_lotto,own_goal,penalty,penalty_won,penalty_given,penalty_lost,penalty_defended,in_stat,yellow_card,red_card,points
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(5697) 18%,active,20,WPL,100,0,1,0,0,0,0,0,0,0,                                                    1                                                ,0,0,7
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(5697) 18%,active,21,RCZ,0,0,0,0,0,0,0,0,0,0,,0,0,0
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(5697) 18%,active,22,WAR,0,0,0,0,0,0,0,0,0,0,,0,0,0
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(5697) 18%,active,23,LGD,0,0,0,0,0,0,0,0,0,0,,0,0,0
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(5697) 18%,active,24,POG,0,0,0,0,0,0,0,0,0,0,,0,0,0
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(5697) 18%,active,25,SLA,0,0,0,0,0,0,0,0,0,0,,0,0,0
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(5697) 18%,active,26,STM,0,0,0,0,0,0,0,0,0,0,,0,0,0
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(5697) 18%,active,27,BBT,0,0,0,0,0,0,0,0,0,0,,0,0,0
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(5697) 18%,active,28,JAG,0,0,0,0,0,0,0,0,0,0,,0,0,0
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(5697) 18%,active,29,GKL,0,0,0,0,0,0,0,0,0,0,,0,0,0
